Timestamp,participantID,audioStimuli,vote,reactionTime,voteDetails
4/11/2012 23:12:46,1334199002283:::South Africa,./../audio_stimuli/recs1/11Mpost1.mp3,-5,102,2844:::Played stimuli ./../audio_stimuli/recs1/11Mpost1.mp3; (-5:1334200376037)
4/11/2012 23:13:13,1334199002283:::South Africa,./../audio_stimuli/recs3/35Mpost3.mp3,-5,287,3852:::Played stimuli ./../audio_stimuli/recs3/35Mpost3.mp3; (-5:1334200402671)
4/11/2012 23:15:06,1334199002283:::South Africa,./../audio_stimuli/recs1/01Mpost5.mp3,-5,1046,2592:::Played stimuli ./../audio_stimuli/recs1/01Mpost5.mp3
4/11/2012 23:16:22,1334199002283:::South Africa,./../audio_stimuli/recs3/31Mpost6.mp3,-5,1116,4176:::Played stimuli ./../audio_stimuli/recs3/31Mpost6.mp3
4/11/2012 23:16:37,1334199002283:::South Africa,./../audio_stimuli/recs3/28Mpost1.mp3,-5,996,2772:::Played stimuli ./../audio_stimuli/recs3/28Mpost1.mp3
4/11/2012 23:16:42,1334199002283:::South Africa,./../audio_stimuli/recs2/18Mpost5.mp3,-5,1395,3132:::Played stimuli ./../audio_stimuli/recs2/18Mpost5.mp3
4/11/2012 23:17:12,1334199002283:::South Africa,./../audio_stimuli/recs2/18Mpost5.mp3,0,30893,3132:::Played stimuli ./../audio_stimuli/recs2/18Mpost5.mp3
4/11/2012 23:18:25,1334199002283:::South Africa,./../audio_stimuli/recs2/17Mpost1.mp3,-5,1107,2880:::Played stimuli ./../audio_stimuli/recs2/17Mpost1.mp3
4/11/2012 23:21:22,1334199002283:::South Africa,./../audio_stimuli/recs1/10Mpost1.mp3,-5,1607,2124:::Played stimuli ./../audio_stimuli/recs1/10Mpost1.mp3; (-5:1334200891507)
4/11/2012 23:24:07,1334199002283:::South Africa,./../audio_stimuli/recs1/12Mpost4.mp3,-5,-407,3492:::Played stimuli ./../audio_stimuli/recs1/12Mpost4.mp3
4/11/2012 23:34:30,1334201355159:::Russia:::Sussex:::Russia:::Russia:::Russia:::Russia:::Russia,./../audio_stimuli/recs2/13Spost2.mp3,3,2723,3132:::Played stimuli ./../audio_stimuli/recs2/13Spost2.mp3; (3:1334201663370)
4/11/2012 23:36:41,1334201355159:::Russia:::Sussex:::Russia:::Russia:::Russia:::Russia:::Russia,./../audio_stimuli/recs4/40Spost1.mp3,-4,944,3132:::Played stimuli ./../audio_stimuli/recs4/40Spost1.mp3; (-4:1334201795320)
4/11/2012 23:38:02,1334201768202:::Russia,./../audio_stimuli/recs1/12Spost4.mp3,0,986,3492:::Played stimuli ./../audio_stimuli/recs1/12Spost4.mp3
4/12/2012 0:22:32,1334203726865:::Russia,./../audio_stimuli/recs4/48Spost2.mp3,5,3996,3816:::Played stimuli ./../audio_stimuli/recs4/48Spost2.mp3
4/12/2012 0:25:18,1334203726865:::Russia,./../audio_stimuli/recs4/42Spost2.mp3,-5,3935,2916:::Played stimuli ./../audio_stimuli/recs4/42Spost2.mp3; (-5:1334204717322)
4/12/2012 0:26:21,1334203726865:::Russia,./../audio_stimuli/recs1/02Spost2.mp3,-5,3227,3276:::Played stimuli ./../audio_stimuli/recs1/02Spost2.mp3; (-5:1334204780236)
4/12/2012 0:26:32,1334203726865:::Russia,./../audio_stimuli/recs1/02Spost2.mp3,0,13875,3276:::Played stimuli ./../audio_stimuli/recs1/02Spost2.mp3; (-5:1334204780236)
